Vernier Format 2
Untitled.cmbl 11.10.2021 16:23:56 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,2305848	1	0	 	 
0,243384	0	 	 	 
0,5671188	1	0,05	0,160276901747	0,0695531715466
0,57652	0	 	 	 
0,860414	1	0,1	0,180286361333	0,0668926999612
0,8690896	0	 	 	 
1,1247844	1	0,15	0,199052888722	0,0750787717963
1,1327288	0	 	 	 
1,365084	1	0,2	0,215633247291	0,062918616207
1,3729984	0	 	 	 
1,5896048	1	0,25	0,24219431144	0,173683642018
1,596684	0	 	 	 
1,7826836	1	0,3	0,245940075178	-0,134883279284
1,789884	0	 	 	 
1,998792	1	0,35	0,249074131828	0,163887766384
2,0063292	0	 	 	 
2,1877844	1	0,4	0,271399990625	0,0723742081359
2,1942164	0	 	 	 
2,3676984	1	0,45	0,284423189271	0,0723971675878
2,3730064	0	 	 	 
2,5397264	1	0,5	0,296029588083	0,0625389917876
2,5450048	0	 	 	 
2,705718	1	0,55	0,307458612871	0,0751670702979
2,7108844	0	 	 	 
2,8652312	1	0,6	0,317494132338	0,0506597511441
2,8706152	0	 	 	 
3,020784	1	0,65	0,343184496479	0,279650781888
3,0257308	0	 	 	 
3,1587256	1	0,7	0,340460287512	-0,319148786373
3,1639836	0	 	 	 
3,317384	1	0,75	0,334240978375	0,240750048746
3,322984	0	 	 	 
3,459684	1	0,8	0,356460648787	0,0715432810122
3,464584	0	 	 	 
3,5980312	1	0,85	0,366576297862	0,0746924082598
3,6021836	0	 	 	 
3,732584	1	0,9	0,375784663058	0,0621812234378
3,736784	0	 	 	 
3,8642056	1	0,95	0,385297047459	0,0823601649179
3,868326	0	 	 	 
3,992224	1	1	0,393143481853	0,0402227512056
3,9965836	0	 	 	 
4,1185872	1	1,05	0,419745768753	0,380822092532
4,1226836	0	 	 	 
4,231884	1	1,1	0,413231492747	-0,49581697333
4,2361836	0	 	 	 
4,3632316	1	1,15	0,4016416355	0,319340855811
4,3678988	0	 	 	 
4,4821032	1	1,2	0,424795459542	0,0702193762564
4,486228	0	 	 	 
