Vernier Format 2
Untitled.cmbl 11.10.2021 16:37:00 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,063584	1	0	 	 
0,0730836	0	 	 	 
0,3575836	1	0,05	0,18125471608	0,0760984537662
0,3661288	0	 	 	 
0,6190836	1	0,1	0,1991471304	0,0607460152205
0,6269316	0	 	 	 
0,8612128	1	0,15	0,212953972167	0,0532992281175
0,8692836	0	 	 	 
1,0894844	1	0,2	0,238046212199	0,166546254474
1,096604	0	 	 	 
1,286016	1	0,25	0,241168113694	-0,134776284711
1,2933856	0	 	 	 
1,5069836	1	0,3	0,243326495348	0,154312014424
1,5146836	0	 	 	 
1,700584	1	0,35	0,264863927455	0,0681816592173
1,707184	0	 	 	 
1,8849836	1	0,4	0,278195279174	0,0764103216644
1,890384	0	 	 	 
2,0604836	1	0,45	0,291305826271	0,0729976224573
2,0657976	0	 	 	 
2,228584	1	0,5	0,303145129949	0,0678622883866
2,2337836	0	 	 	 
2,390584	1	0,55	0,312392791605	0,0463063740256
2,3960252	0	 	 	 
2,548784	1	0,6	0,337142882798	0,266589848392
2,5538008	0	 	 	 
2,6892844	1	0,65	0,333935422914	-0,312247510353
2,6946064	0	 	 	 
2,8512836	1	0,7	0,327080969692	0,227624213179
2,8569836	0	 	 	 
2,9967844	1	0,75	0,348779391214	0,0706342365663
3,0017836	0	 	 	 
3,1381188	1	0,8	0,359222445421	0,0771437170937
3,1423208	0	 	 	 
3,275288	1	0,85	0,369452339172	0,0720135828064
3,2795116	0	 	 	 
3,408884	1	0,9	0,378904667213	0,0694925706902
3,4130244	0	 	 	 
3,539284	1	0,95	0,385917967543	0,0380733852959
3,5436836	0	 	 	 
3,6680276	1	1	0,411725178064	0,362835250481
3,6721836	0	 	 	 
3,783584	1	1,05	0,404760540875	-0,483376167111
3,787984	0	 	 	 
3,9178836	1	1,1	0,392498244697	0,300765106795
3,922684	0	 	 	 
4,0395968	1	1,15	0,415021888716	0,0693450212646
4,0438128	0	 	 	 
4,1588836	1	1,2	0,424040666447	0,081866642234
4,1624144	0	 	 	 
