Vernier Format 2
Untitled.cmbl 11.10.2021 16:22:26 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,1131916	1	0	 	 
0,1407932	0	 	 	 
0,843584	1	0,05	0,0825856042083	0,0386894802234
0,8663228	0	 	 	 
1,3812912	1	0,1	0,101197673982	0,0305380464796
1,3985932	0	 	 	 
1,8431836	1	0,15	0,116418103847	0,0353666095181
1,8561168	0	 	 	 
2,2478024	1	0,2	0,130647503657	0,0349682331075
2,259784	0	 	 	 
2,6126932	1	0,25	0,143887179084	0,0375996443348
2,6237148	0	 	 	 
2,9456988	1	0,3	0,154721985711	0,0274731750212
2,9567104	0	 	 	 
3,260084	1	0,35	0,171968500629	0,0822426444103
3,270018	0	 	 	 
3,5330216	1	0,4	0,1734952181	-0,0710553439293
3,543286	0	 	 	 
3,8405848	1	0,45	0,174291726882	0,0762348243212
3,851384	0	 	 	 
4,1114184	1	0,5	0,188862511814	0,0313647123067
4,120698	0	 	 	 
4,370584	1	0,55	0,19757837519	0,0358962465242
4,378226	0	 	 	 
4,6180836	1	0,6	0,20631500569	0,0347029019182
4,6256844	0	 	 	 
4,8556836	1	0,65	0,215260614177	0,0405968328185
4,8630836	0	 	 	 
5,083084	1	0,7	0,222634964288	0,0242610136206
5,0907024	0	 	 	 
5,304984	1	0,75	0,239770907931	0,130186427955
5,3120836	0	 	 	 
5,502884	1	0,8	0,237154364126	-0,156629518454
5,5104016	0	 	 	 
5,7308836	1	0,85	0,232362273207	0,114593559448
5,7389836	0	 	 	 
5,9357188	1	0,9	0,247363935996	0,0318818782613
5,942804	0	 	 	 
6,1352836	1	0,95	0,254238304159	0,0370117158272
6,1412112	0	 	 	 
6,329212	1	1	0,260966007076	0,0323716536748
6,3352056	0	 	 	 
6,5185836	1	1,05	0,268168988323	0,0437008011978
6,5244836	0	 	 	 
6,7022836	1	1,1	0,273995986027	0,0197395657446
6,7085108	0	 	 	 
6,883584	1	1,15	0,292195392156	0,181025640826
6,889384	0	 	 	 
7,0464824	1	1,2	0,287194163022	-0,242428688791
7,0526848	0	 	 	 
