Vernier Format 2
Untitled.cmbl 11.10.2021 16:38:57 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,205812	1	0	 	 
0,220884	0	 	 	 
0,631192	1	0,05	0,133558522133	0,0753047141474
0,6452836	0	 	 	 
0,9726836	1	0,1	0,155185546809	0,0513574039021
0,983984	0	 	 	 
1,27932	1	0,15	0,171529257431	0,0552425341484
1,2881232	0	 	 	 
1,558284	1	0,2	0,187084968308	0,0562823283958
1,5666052	0	 	 	 
1,815584	1	0,25	0,202417552086	0,0628982683973
1,8234192	0	 	 	 
2,0537828	1	0,3	0,215867320713	0,0500306685036
2,0616836	0	 	 	 
2,2795024	1	0,35	0,239182755619	0,156556928725
2,2866844	0	 	 	 
2,4759212	1	0,4	0,240615752252	-0,141965691701
2,483318	0	 	 	 
2,6983116	1	0,45	0,240216659848	0,138376576303
2,706116	0	 	 	 
2,8952824	1	0,5	0,259226521715	0,0546455555829
2,9019884	0	 	 	 
3,0843944	1	0,55	0,269963971665	0,0589109606549
3,08999	0	 	 	 
3,2660056	1	0,6	0,280207010833	0,0538908838187
3,2715852	0	 	 	 
3,441484	1	0,65	0,290863821481	0,0675692007049
3,4469216	0	 	 	 
3,610084	1	0,7	0,300089921317	0,0418744509587
3,6157844	0	 	 	 
3,7748076	1	0,75	0,323287109485	0,239775393615
3,7800872	0	 	 	 
3,92149	1	0,8	0,319662864171	-0,289191619617
3,9270844	0	 	 	 
4,0908844	1	0,85	0,312126888932	0,200216125277
4,0968856	0	 	 	 
4,243596	1	0,9	0,331416839309	0,0524162926523
4,2488844	0	 	 	 
4,3927052	1	0,95	0,339792588229	0,0599275321492
4,3971836	0	 	 	 
4,5379924	1	1	0,347806752594	0,0503941529672
4,5424864	0	 	 	 
4,6802836	1	1,05	0,3563998192	0,0703872671794
4,6846892	0	 	 	 
4,818684	1	1,1	0,363645838302	0,0343236889001
4,823384	0	 	 	 
4,9552996	1	1,15	0,38788577526	0,32053969358
4,9596996	0	 	 	 
5,0779844	1	1,2	0,381089830306	-0,4313267667
5,082684	0	 	 	 
