Vernier Format 2
Untitled.cmbl 11.10.2021 16:35:22 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

13,4705056	1	3,35	0,41067639649	-0,0026596844533
13,474304	0	 	 	 
13,592304	1	3,4	0,41162069598	0,0181656268844
13,596104	0	 	 	 
13,7134512	1	3,45	0,410696430293	-0,0334241832002
13,7176048	0	 	 	 
13,8358048	1	3,5	0,428274184351	0,320751308166
13,8397056	0	 	 	 
13,9478512	1	3,55	0,413917687885	-0,577011151702
13,9521296	0	 	 	 
14,0810064	1	3,6	0,390657582017	0,22764280758
14,08572	0	 	 	 
14,2045488	1	3,65	0,40452830665	-0,00309278050333
14,2088432	0	 	 	 
14,328208	1	3,7	0,405189961152	0,013794038514
14,3319072	0	 	 	 
14,4513488	1	3,75	0,405944368313	-0,00154128133251
14,4551504	0	 	 	 
14,5745472	1	3,8	0,406831600113	0,0159445820225
14,5784064	0	 	 	 
14,6971536	1	3,85	0,405925066765	-0,0307322822965
14,7013216	0	 	 	 
14,8209088	1	3,9	0,423225106307	0,310317132739
14,8249072	0	 	 	 
14,9343328	1	3,95	0,408975761796	-0,561575147106
14,9387088	0	 	 	 
15,0690496	1	4	0,38600983264	0,220623919694
15,0738496	0	 	 	 
15,1941104	1	4,05	0,399736517544	-0,0011037358458
15,1984448	0	 	 	 
15,3192144	1	4,1	0,400430877153	0,0122042539582
15,3229408	0	 	 	 
15,4438432	1	4,15	0,401127027091	-0,00103267984575
15,447712	0	 	 	 
15,568512	1	4,2	0,402097464977	0,0166009356675
15,5724128	0	 	 	 
15,6925424	1	4,25	0,401141705444	-0,0320126336439
15,6967584	0	 	 	 
15,8178128	1	4,3	0,418267346258	0,305431427132
15,8218128	0	 	 	 
15,9325472	1	4,35	0,404201886461	-0,550614385287
15,9369232	0	 	 	 
16,0689136	1	4,4	0,38142904466	0,216619474499
16,073736	0	 	 	 
16,1954528	1	4,45	0,394944889923	-0,00299641913916
16,19984	0	 	 	 
16,3221136	1	4,5	0,395633599868	0,0138712903592
16,3258432	0	 	 	 
16,4482144	1	4,55	0,396442819627	-0,00103679986475
16,4521136	0	 	 	 
16,5743568	1	4,6	0,397242783723	0,0137203082856
16,5783152	0	 	 	 
16,699952	1	4,65	0,396204858572	-0,0302484105004
16,7042192	0	 	 	 
16,8267632	1	4,7	0,412767771053	0,29147001366
16,8308464	0	 	 	 
16,9431168	1	4,75	0,398446392136	-0,537639945947
16,9475216	0	 	 	 
17,0815296	1	4,8	0,374262261339	0,188190606043
17,0865184	0	 	 	 
17,2109168	1	4,85	0,38304560533	-0,0524222457902
17,215432	0	 	 	 
17,3426368	1	4,9	0,372191216508	-0,112387787953
17,3466176	0	 	 	 
17,4798176	1	4,95	0,349401615376	-0,219868637602
17,4842176	0	 	 	 
17,6300176	1	5	0,320521814336	-0,164682641236
17,6349408	0	 	 	 
17,7928224	1	5,05	0,300321441745	-0,0834718676125
17,7985184	0	 	 	 
17,963352	1	5,1	 	 
17,96892	0	 	 	 
