Vernier Format 2
Untitled.cmbl 11.10.2021 16:39:40 ,
Latest
Time	GateState	Distance	Velocity	Acceleration
t	State	d	v	acc
s		m	m/s	m/s²

0,0211028	0	0	 	 
0,220884	1	 	 	 
0,226884	0	0,05	0,254046347365	0,107588318775
0,4097232	1	 	 	 
0,416116	0	0,1	0,274806407795	0,111825526985
0,5851836	1	 	 	 
0,5917836	0	0,15	0,283308801797	-0,0150245915653
0,7635156	1	 	 	 
0,7691032	0	0,2	0,321835378637	0,449568509336
0,905584	1	 	 	 
0,9104984	0	0,25	0,346533057884	-0,100225968051
1,0530072	1	 	 	 
1,057928	0	0,3	0,348387760007	0,12538648023
1,1935844	1	 	 	 
1,1979196	0	0,35	0,363370266668	0,0886621721299
1,3291272	1	 	 	 
1,3332848	0	0,4	0,376807295071	0,109867854837
1,459628	1	 	 	 
1,4635064	0	0,45	0,390373042196	0,0984807927655
1,5852236	1	 	 	 
1,589584	0	0,5	0,403493281788	0,109648797149
1,7067844	1	 	 	 
1,7114828	0	0,55	0,401512381117	-0,142149538278
1,8348064	1	 	 	 
1,8388852	0	0,6	0,439711381325	0,741808574651
1,9397128	1	 	 	 
1,9433848	0	0,65	0,464127016983	-0,274521893003
2,0510252	1	 	 	 
2,054784	0	0,7	0,456594397902	0,139285390747
2,1591272	1	 	 	 
2,16252	0	0,75	0,468237625449	0,0768582853998
2,265084	1	 	 	 
2,2683836	0	0,8	0,478237359486	0,1120590391
2,3685836	1	 	 	 
2,371684	0	0,85	0,488852042594	0,0934519387525
2,469484	1	 	 	 
2,4729836	0	0,9	0,498863510438	0,104208621492
2,5683844	1	 	 	 
2,5721836	0	0,95	0,490464897762	-0,273535489967
2,6738228	1	 	 	 
2,6772032	0	1	0,530108860435	1,0285176585
2,7610984	1	 	 	 
2,764184	0	1,05	0,555748288052	-0,438975423499
2,8544836	1	 	 	 
2,8575992	0	1,1	0,542177154603	0,148420279381
2,9458048	1	 	 	 
2,9486844	0	1,15	0,551955342562	0,0662839307185
3,035984	1	 	 	 
3,038784	0	1,2	0,560306074667	0,119082754717
3,124582	1	 	 	 
